mundial,fecha,equipo1,equipo2,equipo_gol,jugador_gol,minuto_gol,fuente
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/25,Argentina,Nigeria,ARG,Claudio CANIGGIA,28,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3071/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/25,Arabia Saudí,Marruecos,KSA,Sami AL JABER,7 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3070/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/25,Arabia Saudí,Marruecos,MAR,Mohammed CHAOUCH,26,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3070/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/25,Arabia Saudí,Marruecos,KSA,Fuad AMIN,45,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3070/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Nigeria,Bulgaria,NGA,Rasheed YEKINI,21,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3061/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Nigeria,Bulgaria,NGA,Daniel AMOKACHI,43,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3061/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Nigeria,Bulgaria,NGA,Emmanuel AMUNIKE,55,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3061/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/18,Colombia,Rumanía,ROU,Florin RADUCIOIU,15,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3053/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/18,Colombia,Rumanía,ROU,Gheorghe HAGI,34,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3053/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/18,Colombia,Rumanía,COL,Adolfo VALENCIA,43,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3053/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/18,Colombia,Rumanía,ROU,Florin RADUCIOIU,89,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3053/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Argentina,Grecia,ARG,Gabriel BATISTUTA,2,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3059/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Argentina,Grecia,ARG,Gabriel BATISTUTA,44,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3059/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Argentina,Grecia,ARG,Diego MARADONA,60,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3059/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/21,Argentina,Grecia,ARG,Gabriel BATISTUTA,90 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3059/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/25,Bélgica,Países Bajos,BEL,Philippe ALBERT,65,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3069/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/17,Alemania,Bolivia,GER,Juergen KLINSMANN,61,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3049/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/19,Noruega,México,NOR,Kjetil REKDAL,84,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3055/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/19,Bélgica,Marruecos,BEL,Marc DE GRIJSE,11,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3054/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/18,EEUU,Suiza,SUI,Georges BREGY,39,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3051/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/18,EEUU,Suiza,USA,Eric WYNALDA,44,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3051/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/29,Bélgica,Arabia Saudí,KSA,Said AL OWAIRAN,5,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3082/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/19,Camerún,Suecia,SWE,Roger LJUNG,8,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3056/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/19,Camerún,Suecia,CMR,David EMBE,31,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3056/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/19,Camerún,Suecia,CMR,Francois OMAM-BIYIK,47,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3056/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/19,Camerún,Suecia,SWE,Martin DAHLIN,75,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3056/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/28,Italia,México,ITA,Daniele MASSARO,48,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3078/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/28,Italia,México,MEX,Marcelino BERNAL,57,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3078/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/30,Argentina,Bulgaria,BUL,Hristo STOICHKOV,61,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3084/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/30,Argentina,Bulgaria,BUL,Nasko SIRAKOV,90,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3084/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/30,Grecia,Nigeria,NGA,Finidi GEORGE,45,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3083/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/6/30,Grecia,Nigeria,NGA,Daniel AMOKACHI,90,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=337/match=3083/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/13,Suecia,Brasil,BRA,ROMÁRIO (Romário de Souza Faria),80,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3461/match=3099/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/13,Bulgaria,Italia,ITA,Roberto BAGGIO,21,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3461/match=3100/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/13,Bulgaria,Italia,ITA,Roberto BAGGIO,25,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3461/match=3100/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/13,Bulgaria,Italia,BUL,Hristo STOICHKOV,44 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3461/match=3100/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/16,Suecia,Bulgaria,SWE,Tomas BROLIN,8,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3460/match=3103/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/16,Suecia,Bulgaria,SWE,Hakan MILD,30,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3460/match=3103/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/16,Suecia,Bulgaria,SWE,Henrik LARSSON,37,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3460/match=3103/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/16,Suecia,Bulgaria,SWE,Kennet ANDERSSON,40,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=3460/match=3103/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Rumanía,Suecia,SWE,Tomas BROLIN,78,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3095/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Rumanía,Suecia,ROU,Florin RADUCIOIU,88,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3095/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Rumanía,Suecia,ROU,Florin RADUCIOIU,101,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3095/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Rumanía,Suecia,SWE,Kennet ANDERSSON,115,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3095/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Países Bajos,Brasil,BRA,ROMÁRIO (Romário de Souza Faria),53,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3098/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Países Bajos,Brasil,BRA,BEBETO,63,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3098/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Países Bajos,Brasil,NED,Dennis BERGKAMP,64,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3098/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Países Bajos,Brasil,NED,Aron WINTER,76,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3098/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Países Bajos,Brasil,BRA,BRANCO,81,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3098/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Bulgaria,Alemania,GER,Lothar MATTHAEUS,47 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3096/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Bulgaria,Alemania,BUL,Hristo STOICHKOV,75,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3096/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/10,Bulgaria,Alemania,BUL,Iordan LETCHKOV,78,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3096/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Italia,España,ITA,Dino BAGGIO,25,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3097/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Italia,España,ESP,Jose Luis CAMINERO,58,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3097/index.html
Copa Mundial de la FIFA Estados Unidos 1994,1994/7/09,Italia,España,ITA,Roberto BAGGIO,88,http://es.fifa.com/tournaments/archive/worldcup/usa1994/matches/round=796/match=3097/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,PRK,PAK Seung Zin,1,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,PRK,LI Dong Woon,22,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,PRK,YANG Seung Kook,25,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,POR,EUSEBIO (Eusebio da Silva Ferreira),27,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,POR,EUSEBIO (Eusebio da Silva Ferreira),43 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,POR,EUSEBIO (Eusebio da Silva Ferreira),56,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,POR,EUSEBIO (Eusebio da Silva Ferreira),59 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Portugal,RDP de Corea,POR,JOSE AUGUSTO,80,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1702/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Unión Soviética,Hungría,URS,Igor CHISLENKO,5,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1676/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Unión Soviética,Hungría,URS,Valeriy PORKUYAN,46,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1676/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Unión Soviética,Hungría,HUN,Ferenc BENE,57,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1676/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,Inglaterra,Argentina,ENG,Geoff HURST,78,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1577/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,República Federal de Alemania,Uruguay,FRG,Helmut HALLER,11,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1660/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,República Federal de Alemania,Uruguay,FRG,Franz BECKENBAUER,70,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1660/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,República Federal de Alemania,Uruguay,FRG,Uwe SEELER,75,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1660/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/23,República Federal de Alemania,Uruguay,FRG,Helmut HALLER,83,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=239/match=1660/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/30,Inglaterra,República Federal de Alemania,FRG,Helmut HALLER,12,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3478/match=1633/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/30,Inglaterra,República Federal de Alemania,ENG,Geoff HURST,18,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3478/match=1633/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/30,Inglaterra,República Federal de Alemania,ENG,Martin PETERS,78,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3478/match=1633/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/30,Inglaterra,República Federal de Alemania,FRG,Wolfgang WEBER,89,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3478/match=1633/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/30,Inglaterra,República Federal de Alemania,ENG,Geoff HURST,101,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3478/match=1633/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/30,Inglaterra,República Federal de Alemania,ENG,Geoff HURST,120,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3478/match=1633/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/28,Portugal,Unión Soviética,POR,EUSEBIO (Eusebio da Silva Ferreira),12 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3479/match=1709/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/28,Portugal,Unión Soviética,URS,Eduard MALOFEYEV,43,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3479/match=1709/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/28,Portugal,Unión Soviética,POR,JOSE TORRES,89,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=3479/match=1709/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/25,República Federal de Alemania,Unión Soviética,FRG,Helmut HALLER,43,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=536/match=1659/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/25,República Federal de Alemania,Unión Soviética,FRG,Franz BECKENBAUER,67,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=536/match=1659/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/25,República Federal de Alemania,Unión Soviética,URS,Valeriy PORKUYAN,88,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=536/match=1659/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/26,Inglaterra,Portugal,ENG,Bobby CHARLTON,30,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=536/match=1635/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/26,Inglaterra,Portugal,ENG,Bobby CHARLTON,80,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=536/match=1635/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/26,Inglaterra,Portugal,POR,EUSEBIO (Eusebio da Silva Ferreira),82 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=536/match=1635/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,Brasil,Bulgaria,BRA,PELÉ (Edson Arantes do Nascimento),15,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1596/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,Brasil,Bulgaria,BRA,GARRINCHA,63,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1596/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Hungría,Brasil,HUN,Ferenc BENE,2,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1597/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Hungría,Brasil,BRA,TOSTAO,14,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1597/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Hungría,Brasil,HUN,Janos FARKAS,64,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1597/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Hungría,Brasil,HUN,Kalman MESZOLY,73 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1597/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/16,Unión Soviética,Italia,URS,Igor CHISLENKO,57,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1682/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,Unión Soviética,RDP de Corea,URS,Eduard MALOFEYEV,31,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1710/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,Unión Soviética,RDP de Corea,URS,Anatoli BANISHEVSKI,33,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1710/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,Unión Soviética,RDP de Corea,URS,Eduard MALOFEYEV,88,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1710/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,RDP de Corea,Italia,PRK,PAK Doo Ik,42,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1679/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Inglaterra,Francia,ENG,Roger HUNT,38,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1632/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Inglaterra,Francia,ENG,Roger HUNT,75,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1632/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/16,Inglaterra,México,ENG,Bobby CHARLTON,37,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1634/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/16,Inglaterra,México,ENG,Roger HUNT,75,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1634/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,Argentina,Suiza,ARG,Luis ARTIME,53,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1582/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,Argentina,Suiza,ARG,Erminio ONEGA,81,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1582/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,RDP de Corea,Chile,CHI,Ruben MARCOS,26 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1609/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,RDP de Corea,Chile,PRK,PAK Seung Zin,88,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1609/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Hungría,Bulgaria,BUL,Georgi ASPARUKHOV,15,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1599/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Hungría,Bulgaria,HUN,Ivan DAVIDOV,43 Gol en propia meta,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1599/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Hungría,Bulgaria,HUN,Kalman MESZOLY,45,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1599/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Hungría,Bulgaria,HUN,Ferenc BENE,54,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1599/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,Portugal,Brasil,POR,ANTONIO SIMOES,15,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1598/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,Portugal,Brasil,POR,EUSEBIO (Eusebio da Silva Ferreira),27,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1598/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,Portugal,Brasil,BRA,RILDO,73,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1598/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/19,Portugal,Brasil,POR,EUSEBIO (Eusebio da Silva Ferreira),85,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1598/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Argentina,España,ARG,Luis ARTIME,65,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1578/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Argentina,España,ESP,PIRRI,71,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1578/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Argentina,España,ARG,Luis ARTIME,79,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1578/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Uruguay,Francia,FRA,Hector DE BOURGOING,15 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1653/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Uruguay,Francia,URU,Pedro ROCHA,26,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1653/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/15,Uruguay,Francia,URU,Julio CORTES,31,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1653/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Portugal,Hungría,POR,JOSE AUGUSTO,2,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1675/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Portugal,Hungría,HUN,Ferenc BENE,60,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1675/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Portugal,Hungría,POR,JOSE AUGUSTO,67,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1675/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/13,Portugal,Hungría,POR,JOSE TORRES,90,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1675/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Unión Soviética,Chile,URS,Valeriy PORKUYAN,28,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1610/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Unión Soviética,Chile,CHI,Ruben MARCOS,32,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1610/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,Unión Soviética,Chile,URS,Valeriy PORKUYAN,85,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1610/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/16,Portugal,Bulgaria,POR,Ivan VUTSOV,17 Gol en propia meta,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1602/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/16,Portugal,Bulgaria,POR,EUSEBIO (Eusebio da Silva Ferreira),38,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1602/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/16,Portugal,Bulgaria,POR,JOSE TORRES,81,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1602/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,República Federal de Alemania,España,ESP,Jose Maria FUSTE,22,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1637/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,República Federal de Alemania,España,FRG,Lothar EMMERICH,38,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1637/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/20,República Federal de Alemania,España,FRG,Uwe SEELER,84,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1637/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,República Federal de Alemania,Suiza,FRG,Sigi HELD,15,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1656/index.html
Copa Mundial de la FIFA Inglaterra 1966,1966/7/12,República Federal de Alemania,Suiza,FRG,Helmut HALLER,20,http://es.fifa.com/tournaments/archive/worldcup/england1966/matches/round=238/match=1656/index.html
